v01,v02,v03,v1,v3_1,v3_2,v3_3,v4_1,v4_2,v4_3,v4_4,v4_5,v4_6,v5_1,v5_2,v5_3,v6_1,v6_2,v6_3,v7_1,v7_2,v7_3,v7_4,v7_5,v7_6,v7_7,v7_8,v8_1,v8_2,v8_3,v8_4,v9_1,v9_2,v9_3,a8_1,a8_2,a8_3,a9_1,a9_2,a9_3,v10_1,v10_2,v10_3,v11_1,v11_2,v11_3,v12,v13,v14
0,2,7,2,3,3,3,4,3,2,2,2,2,3,4,2,4,4,2,2,2,2,2,2,2,2,2,4,3,4,2,4,4,4,4,2,4,4,4,3,3,2,2,4,4,3,1,23,3
0,2,8,2,2,3,3,3,3,4,4,2,2,4,4,3,4,4,3,3,2,4,4,3,2,1,1,3,2,3,3,4,3,3,4,3,5,4,4,4,2,2,2,4,3,4,2,21,4
0,2,9,2,2,4,4,4,4,4,4,2,2,3,3,2,3,3,3,4,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,3,1,24,4
0,2,10,1,3,4,4,4,3,3,4,2,2,4,4,4,2,3,2,3,2,3,2,2,4,4,4,3,3,3,1,2,2,2,2,2,3,3,3,3,2,2,4,4,4,3,1,25,6
0,2,12,2,2,2,3,2,4,4,4,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,5,5,3,2,2,2,3,3,3,3,3,3,4,4,4,1,25,4
0,2,15,1,3,4,3,3,3,3,3,4,4,2,2,2,4,4,4,2,2,2,2,2,2,2,2,4,4,4,3,4,4,3,4,4,4,4,2,4,2,2,2,4,4,4,1,37,4
0,2,16,2,3,2,3,4,4,3,4,4,3,5,5,5,4,4,4,2,2,3,3,3,3,1,1,3,3,3,3,4,4,4,4,3,4,4,3,4,4,4,3,4,4,4,2,22,3
0,2,17,1,4,3,4,2,4,5,5,4,3,5,4,4,4,4,4,2,2,4,3,3,3,2,2,4,4,4,3,4,4,4,4,4,4,4,4,4,5,3,3,5,4,4,2,25,6
0,2,19,2,2,2,2,2,2,2,2,4,2,1,2,1,1,1,1,3,2,2,2,2,1,1,1,2,3,3,3,4,4,2,3,3,2,2,3,2,1,3,3,4,4,2,1,24,5
0,2,21,1,2,3,3,2,2,1,2,4,3,4,4,4,4,4,4,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4,3,2,3,3,3,3,3,4,4,3,3,3,2,22,3
0,2,22,2,4,4,5,4,4,4,4,4,2,5,5,5,4,5,5,3,2,4,3,2,2,1,1,3,3,3,3,4,4,4,3,3,4,3,4,3,5,5,3,5,2,3,1,23,5
0,2,23,1,3,3,5,4,4,3,3,4,3,5,5,5,5,4,4,2,2,2,2,2,2,1,1,4,3,3,4,4,4,4,2,2,3,3,4,4,4,4,3,4,4,4,2,22,3
0,2,24,2,4,4,4,3,4,4,2,2,3,4,4,2,2,2,2,3,3,3,3,3,2,2,2,4,3,3,4,4,4,2,2,2,2,3,3,3,3,2,2,3,3,3,1,24,3
0,2,25,1,3,3,4,3,4,4,4,2,2,2,2,2,4,4,2,3,2,2,2,2,2,2,2,4,4,3,3,4,3,3,2,2,2,2,2,2,4,4,4,4,4,4,1,24,3
0,2,26,2,2,5,4,5,4,2,1,2,1,5,5,3,2,4,3,2,2,2,2,2,2,1,3,4,5,4,4,4,5,4,2,2,1,2,2,2,4,3,2,4,4,3,1,24,7
0,2,27,1,4,4,4,4,4,4,4,3,2,5,5,4,5,5,5,2,2,2,2,2,2,2,2,5,5,5,5,4,5,5,2,2,2,4,4,3,5,5,5,5,5,3,2,22,3
0,2,29,2,3,2,3,2,4,4,3,3,4,4,4,4,4,4,4,3,2,2,2,2,2,2,2,4,4,4,4,4,4,4,3,3,3,3,3,3,4,3,4,4,4,4,1,23,1
0,2,30,2,3,3,3,3,3,3,3,3,2,4,4,4,2,4,4,3,2,4,2,2,2,2,2,3,3,3,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,3,2,24,6
0,2,31,2,4,4,4,4,4,4,4,3,1,1,1,1,4,4,1,3,1,3,3,1,1,1,3,3,3,2,2,4,3,2,4,3,4,3,3,3,4,2,3,3,4,5,1,26,4
0,2,32,2,3,3,4,4,3,2,4,3,3,2,2,3,4,2,2,2,2,2,2,2,2,2,2,4,4,4,3,4,3,4,2,4,2,2,2,2,4,2,4,5,5,5,1,21,5
0,2,33,2,2,4,4,4,4,4,4,3,4,5,5,4,3,4,3,2,2,2,2,2,2,1,2,4,3,3,3,4,4,4,2,2,2,2,2,2,4,3,3,4,4,4,1,25,4
0,2,34,2,3,3,3,2,3,2,3,3,2,2,4,3,2,3,3,3,3,2,3,4,2,3,2,3,3,3,2,4,3,3,2,3,4,2,3,3,3,2,2,3,3,3,1,24,1
0,2,35,2,2,2,3,3,3,4,3,3,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,4,4,2,2,2,2,2,3,3,2,2,3,4,4,4,1,24,3
0,2,36,1,4,4,3,3,4,4,3,3,2,3,3,4,2,4,3,3,2,4,4,3,3,2,2,3,2,2,3,4,4,2,3,3,4,4,4,3,2,4,4,3,3,3,2,21,4
0,2,37,2,3,3,3,3,3,3,4,3,3,5,5,5,5,5,5,3,2,4,4,3,3,2,3,3,3,3,4,4,4,3,4,3,5,4,4,4,3,4,4,4,4,3,2,22,4
0,2,38,1,4,4,4,2,3,3,3,3,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,4,4,4,3,4,4,2,2,2,2,4,4,2,4,4,2,4,4,2,1,24,4
0,2,39,1,3,4,4,3,3,3,4,3,4,2,2,2,4,4,4,2,2,2,2,2,2,2,2,3,3,3,2,4,4,3,3,3,3,3,3,3,4,2,2,5,5,5,1,24,3
0,2,40,1,2,2,4,3,3,3,3,3,3,5,5,5,5,4,4,2,1,3,3,2,2,1,1,4,4,4,4,5,5,5,4,3,3,3,3,3,1,4,2,5,5,5,2,22,4
0,2,41,2,3,4,4,4,4,3,3,4,4,4,4,2,5,4,2,2,2,2,1,1,1,1,1,4,3,3,3,4,4,4,2,2,3,2,2,2,3,3,2,4,4,3,1,27,6
0,2,42,2,3,3,3,3,3,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,3,4,3,4,4,4,3,3,3,4,3,2,28,4
0,2,43,2,2,2,3,3,4,4,4,4,4,5,5,5,4,4,2,3,2,3,4,4,4,3,3,3,3,3,4,4,3,3,5,5,5,4,4,4,5,4,4,4,4,3,2,21,3
0,2,44,2,3,4,4,2,4,5,3,4,3,5,5,5,5,5,4,2,2,3,2,1,1,1,1,4,4,4,3,5,5,4,2,2,2,2,2,2,4,5,4,5,4,3,1,24,6
0,2,45,1,2,3,2,3,3,2,3,4,1,5,5,5,5,5,5,3,4,4,4,4,3,2,2,3,3,3,2,3,3,4,3,3,2,3,3,2,5,5,5,3,2,3,2,24,3
0,2,46,2,3,3,3,2,2,2,5,4,3,3,4,5,2,4,4,2,2,2,2,2,3,2,1,3,3,3,2,4,4,2,4,4,4,4,4,3,5,4,3,4,3,5,2,25,3
0,2,47,2,4,4,4,4,3,3,3,4,4,1,1,1,4,4,2,3,2,3,3,2,2,2,2,4,4,3,3,4,5,3,2,2,1,3,3,3,4,4,3,3,3,3,1,25,4
0,2,48,1,3,3,4,4,4,4,4,4,3,5,5,4,2,4,3,3,2,4,3,3,3,2,2,3,3,3,3,3,3,2,4,3,4,4,3,3,4,4,4,4,4,4,1,25,5
0,2,49,2,2,2,4,3,3,2,2,4,4,4,4,4,4,4,4,2,2,4,4,3,3,2,2,4,4,4,3,3,3,4,2,2,2,4,4,4,4,4,4,4,4,3,2,23,4
0,2,50,2,4,3,4,3,4,3,3,4,3,5,5,5,4,4,4,2,3,5,3,2,2,1,1,3,3,4,2,4,4,4,4,3,4,4,4,2,4,3,4,3,4,2,2,21,4
0,2,51,2,2,3,4,4,4,4,4,3,3,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,4,4,3,4,4,3,2,20,2
0,2,52,1,3,2,2,3,2,2,2,3,3,4,3,4,2,2,4,5,4,3,4,3,4,3,4,4,4,3,5,4,3,3,4,3,3,2,2,2,3,3,3,4,4,4,1,25,3
0,2,53,1,3,3,3,3,2,2,2,3,2,5,5,5,5,5,5,3,3,3,5,1,1,1,1,3,3,3,3,1,1,1,2,2,2,4,4,4,1,1,1,5,5,5,2,22,3
0,2,54,2,2,2,3,3,3,2,3,3,3,4,4,3,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,4,4,4,4,4,4,2,23,4
0,2,55,2,3,3,3,4,3,3,3,3,3,4,4,4,3,3,3,3,3,3,2,2,2,2,2,4,3,3,3,4,4,4,3,3,3,3,3,3,3,2,3,4,4,4,2,21,3
0,2,57,1,3,3,3,3,4,4,4,3,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,3,3,4,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,1,25,3
0,2,58,1,2,2,2,2,2,2,2,3,4,2,2,2,3,3,3,2,2,2,2,2,2,2,2,3,4,4,4,3,3,3,3,3,3,3,3,3,3,2,3,4,3,3,1,23,4
0,2,59,2,3,4,3,3,3,3,3,4,3,3,3,2,3,3,4,3,3,4,3,2,3,4,3,3,4,4,3,2,3,3,3,3,3,3,4,3,3,4,3,3,3,3,1,24,5
0,2,60,2,2,3,3,4,4,2,3,3,3,5,5,5,3,4,5,2,1,2,2,1,1,1,1,4,4,4,3,4,4,3,3,4,5,4,3,5,4,4,3,5,4,3,2,22,2
0,2,61,2,4,2,3,3,3,2,2,4,3,4,4,2,2,4,2,2,2,2,2,2,2,2,2,4,4,4,3,4,4,4,4,4,4,2,2,2,4,4,2,4,4,3,1,24,2
0,2,62,2,3,3,3,2,2,2,2,4,3,5,5,5,4,3,3,3,3,2,4,3,3,1,1,4,4,3,3,4,4,3,2,2,3,2,1,2,3,2,4,4,4,4,2,22,2
0,2,63,2,3,3,4,4,4,2,2,3,3,4,4,4,2,3,3,3,2,3,3,2,2,2,2,4,4,4,3,3,3,3,2,2,2,2,2,2,4,2,3,4,4,4,1,27,5
0,2,64,1,2,3,4,4,4,4,3,3,2,5,5,5,5,5,5,3,2,3,3,3,3,2,1,3,3,3,2,4,4,4,4,2,3,3,3,2,4,2,4,3,3,3,2,22,5
0,2,65,2,4,4,4,4,4,4,4,3,2,5,5,5,5,5,5,2,1,3,3,2,2,2,2,4,3,4,4,4,5,5,3,3,3,4,3,2,3,1,3,5,5,4,2,22,5
0,2,66,2,3,3,3,3,2,4,2,3,2,2,2,2,3,3,2,3,3,3,3,2,2,1,1,3,3,3,2,3,3,2,3,3,3,3,3,3,3,2,3,3,3,3,1,26,3
0,2,67,2,4,4,4,3,3,4,4,3,3,1,1,1,4,4,4,1,3,1,1,1,1,1,1,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,5,5,5,1,27,4
0,2,68,2,3,2,3,3,3,2,2,3,3,4,4,3,2,2,2,3,2,4,3,3,2,2,2,3,3,3,3,4,4,3,3,2,2,2,2,2,3,3,4,3,3,3,1,24,4
0,2,69,1,3,4,4,3,4,4,4,3,2,4,4,4,4,4,4,2,2,3,3,2,2,2,2,4,3,4,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,3,2,22,3
0,2,70,1,2,3,4,4,4,4,4,3,1,4,4,5,1,3,1,2,2,4,2,2,2,2,2,4,4,4,2,4,4,4,2,2,2,2,2,2,4,2,5,2,3,2,2,22,3
0,2,71,2,5,4,4,4,3,1,1,4,3,4,4,4,2,2,2,2,2,2,2,1,2,1,2,4,3,4,3,4,4,3,3,3,3,3,3,3,2,1,3,4,4,4,1,27,7
0,2,72,2,4,4,3,4,5,1,2,4,4,4,4,4,4,4,4,3,2,4,4,4,4,2,2,3,3,3,3,4,4,4,3,3,3,3,3,3,2,2,2,4,4,4,2,21,3
0,2,73,2,2,4,5,5,5,4,5,4,3,2,2,1,1,1,3,2,1,1,1,1,1,1,1,4,4,4,3,3,3,3,2,2,2,2,2,2,1,1,4,4,4,3,1,26,5
0,2,74,2,3,4,4,2,4,4,4,4,2,5,5,5,3,5,5,2,1,1,1,1,1,1,1,5,5,5,3,5,5,5,5,4,5,5,4,5,1,1,1,5,5,5,2,21,6
0,2,76,2,4,4,4,3,4,4,3,4,3,4,5,4,4,4,4,2,1,3,3,2,2,1,1,3,2,3,3,3,3,2,2,3,4,2,2,3,2,3,2,5,5,5,2,20,3
0,2,77,1,2,2,3,3,4,4,4,4,3,4,3,1,4,3,1,3,2,4,3,2,2,2,2,4,4,4,3,4,4,4,2,2,2,2,2,2,4,3,3,4,3,3,2,21,4
0,2,78,2,4,4,4,4,3,1,2,4,3,4,4,3,2,2,2,3,3,3,3,3,2,1,1,3,3,4,3,4,4,3,4,3,4,3,4,4,4,2,2,4,4,4,1,25,2
0,2,79,2,2,3,3,3,3,3,3,4,2,4,4,4,4,4,4,2,4,2,2,2,2,2,2,3,3,3,2,3,3,4,2,2,2,2,2,2,4,4,4,4,4,2,1,23,7
0,2,80,1,5,4,4,5,4,3,4,4,3,1,1,1,1,1,1,4,1,2,2,2,2,1,1,3,3,3,1,4,4,2,3,3,3,2,2,2,4,3,3,3,3,3,1,26,4
0,2,82,1,2,3,2,3,3,3,3,4,3,2,2,2,2,2,2,3,2,4,2,2,2,2,2,4,3,2,4,4,3,2,2,1,1,1,1,1,4,4,4,4,4,4,1,25,4
0,2,83,1,2,2,3,4,2,4,3,4,3,3,3,2,2,3,2,3,2,4,3,3,3,2,2,3,3,3,3,3,3,2,3,3,3,3,3,3,4,3,3,4,3,4,1,27,3
0,2,84,2,3,3,4,4,4,4,4,4,2,4,4,4,2,3,2,3,3,3,3,2,2,2,2,4,4,4,4,4,4,3,2,2,2,2,3,3,2,2,4,4,4,4,1,25,5
0,2,85,2,3,3,4,3,3,3,4,4,3,5,4,3,3,4,2,2,2,4,4,4,4,1,2,3,3,3,3,4,4,4,2,2,4,3,3,3,3,3,3,5,3,3,2,20,3
0,2,86,2,4,3,1,3,3,4,3,4,3,2,4,3,4,4,3,4,4,3,3,2,3,3,4,4,4,3,3,4,3,4,2,3,3,2,2,2,4,4,3,3,4,4,2,20,3
0,2,87,2,4,5,4,4,5,4,4,4,3,4,4,3,3,4,3,2,2,2,2,2,3,2,3,3,4,4,3,3,3,4,3,3,2,3,2,2,2,1,2,3,4,4,1,24,4
0,2,88,1,3,4,4,5,5,1,1,3,3,4,4,4,2,4,2,2,2,2,2,2,2,2,2,4,4,4,2,4,4,3,4,4,3,3,4,3,2,2,2,4,4,5,1,24,4
0,2,90,2,3,3,2,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,4,4,4,3,1,25,3
0,2,91,2,3,3,4,4,4,3,3,3,3,3,3,2,2,3,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,4,4,4,3,1,24,6
0,2,92,2,3,4,3,3,3,2,3,3,3,1,1,2,2,2,2,3,1,1,1,1,1,1,1,3,3,3,2,4,4,2,2,3,3,3,3,1,4,4,4,3,3,3,1,24,4
0,2,95,2,4,4,4,2,5,4,4,3,3,4,4,2,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,4,3,3,4,4,3,1,21,2
0,2,96,1,3,3,3,4,3,3,4,4,2,4,3,3,2,2,3,4,3,2,2,3,3,2,3,3,3,3,2,3,3,2,3,4,3,3,3,3,2,2,2,4,4,3,1,23,2
0,2,97,2,4,4,3,4,3,3,3,4,3,2,2,2,3,3,3,2,2,2,2,2,2,2,2,4,3,4,3,4,4,3,3,3,3,3,4,3,3,2,3,4,3,3,1,24,5
0,2,98,2,4,4,4,4,4,4,4,3,1,2,2,2,1,1,1,3,1,4,3,4,4,1,1,3,2,2,2,4,4,3,4,4,4,4,4,4,4,3,2,4,4,4,2,21,5
0,2,99,2,3,3,3,3,3,3,3,3,2,4,4,4,4,4,4,4,2,4,3,3,3,2,2,3,2,2,3,4,4,3,3,3,4,4,4,4,4,3,3,4,3,3,2,22,3
0,2,100,2,3,5,5,3,3,3,3,3,3,4,4,4,4,4,4,2,2,4,4,3,4,2,4,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,21,3
0,2,103,1,4,3,4,4,4,2,3,4,2,4,4,4,3,4,4,2,1,2,2,2,2,1,2,4,4,4,3,4,4,4,2,2,2,3,2,2,4,2,3,4,4,3,2,22,4
0,2,106,2,2,2,2,2,2,2,2,5,3,5,5,3,4,3,3,2,2,4,3,3,3,1,1,4,4,5,3,5,5,4,3,3,4,3,3,3,4,3,5,4,3,2,2,24,6
0,2,107,1,3,3,2,2,2,3,3,4,3,4,4,4,2,1,1,3,3,4,4,3,4,1,5,3,4,3,5,3,3,3,4,4,3,2,2,3,5,4,5,4,3,1,2,23,4
0,2,108,2,3,2,3,4,2,2,2,4,2,4,3,2,2,2,3,2,1,2,2,4,4,2,3,4,4,4,3,4,4,3,3,3,3,3,3,3,4,2,2,5,5,4,1,23,2
0,2,109,2,2,4,2,3,4,2,2,4,3,5,5,5,4,4,4,3,3,4,4,3,3,1,1,3,3,3,3,4,4,3,4,4,4,3,3,3,4,3,4,3,3,3,2,22,4
0,2,110,2,4,4,4,4,3,3,3,4,3,1,1,1,1,1,1,3,2,2,2,2,2,2,2,3,2,2,3,3,2,1,4,3,4,4,5,5,2,1,2,4,4,4,1,24,4
0,2,111,2,4,5,5,4,5,4,4,4,3,4,4,4,3,3,4,2,3,4,4,3,4,1,1,3,3,4,2,4,4,5,5,5,5,5,5,5,4,4,5,3,4,3,1,23,3
0,2,112,1,3,2,2,4,3,1,4,4,4,4,4,4,4,4,2,2,1,1,1,1,1,1,1,4,4,4,5,5,5,5,3,2,3,2,3,3,5,5,2,4,5,5,1,21,2
0,2,113,2,2,3,4,4,4,2,4,4,2,4,4,4,2,4,3,3,3,4,4,4,3,2,3,3,3,3,3,3,3,3,4,3,4,4,4,3,3,2,3,4,4,4,2,22,4
0,2,115,2,3,2,3,3,3,3,3,4,4,4,4,4,5,4,3,2,2,4,4,2,3,1,1,4,4,4,4,5,5,4,3,3,3,3,3,3,3,4,4,4,4,2,2,22,5
0,2,116,1,2,3,3,3,3,3,3,4,4,4,3,5,4,4,4,1,1,3,1,1,1,1,2,4,4,4,3,4,4,5,2,2,3,2,3,2,3,2,3,5,4,4,2,22,7
0,2,117,2,3,3,3,3,3,3,3,4,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,2,2,2,2,2,2,4,1,4,4,4,4,1,24,4
0,2,118,1,4,4,4,4,5,4,5,4,2,4,3,4,1,3,2,2,2,2,2,2,2,2,2,3,3,3,3,4,4,3,2,2,2,2,2,2,4,2,3,4,4,4,2,25,5
0,2,119,1,3,3,3,3,3,3,3,4,3,4,4,4,4,4,4,3,3,4,3,3,3,2,2,3,3,3,4,4,3,4,4,3,4,3,4,4,3,2,2,4,4,4,2,21,6
0,2,129,2,4,3,3,3,4,3,3,4,3,4,4,4,2,4,3,4,2,2,2,2,2,2,2,4,4,3,3,3,4,3,3,4,3,4,3,3,4,2,4,4,4,3,1,24,3
0,2,130,2,3,3,3,3,3,3,3,5,2,5,5,5,4,5,4,5,2,4,4,3,2,1,1,4,4,4,3,4,4,3,3,3,3,3,4,3,4,1,4,5,4,2,1,24,7
0,2,131,1,2,4,5,3,3,3,3,4,3,1,1,1,1,1,1,4,2,3,3,2,2,2,2,3,3,3,2,4,4,1,2,2,2,3,2,2,4,2,3,4,3,3,1,26,3
0,2,132,2,2,2,2,3,4,3,3,4,4,5,5,5,5,5,5,3,2,3,2,2,2,2,2,3,3,3,3,4,4,3,3,3,3,4,4,4,4,4,2,4,4,4,2,21,3
0,2,133,2,5,5,5,5,5,5,5,4,3,4,3,2,2,2,3,2,3,3,2,2,2,2,3,4,4,4,4,4,4,4,3,3,3,4,4,3,4,2,2,5,4,4,2,21,3
0,2,134,2,2,2,3,3,3,3,3,4,2,4,4,3,4,4,3,3,3,4,4,4,4,3,3,3,3,3,3,4,3,3,4,3,4,4,3,3,4,4,3,4,3,3,2,22,3
0,2,135,2,4,3,3,3,3,2,2,4,3,5,5,5,4,4,3,2,3,3,3,2,2,2,2,3,3,4,2,3,4,3,4,2,4,4,4,3,4,4,4,4,4,3,2,22,2
0,2,136,1,3,3,3,3,3,3,3,4,3,1,1,1,1,1,1,3,1,1,1,1,1,1,1,3,3,3,3,3,3,3,4,3,4,4,4,2,4,1,2,4,4,4,1,24,2
0,2,137,1,2,3,4,3,5,4,4,5,4,4,4,4,4,4,4,4,1,5,5,4,3,1,1,4,4,3,5,3,3,4,4,4,5,4,4,5,4,4,4,4,4,2,2,23,3
0,2,140,1,2,3,4,2,3,1,1,5,2,5,5,3,2,2,4,2,2,4,4,4,4,2,2,3,3,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,23,3
0,2,141,2,3,3,4,3,4,4,4,5,2,4,2,4,4,5,4,2,1,4,4,1,1,1,1,4,4,4,4,5,5,2,2,2,2,4,4,2,5,4,4,4,4,2,2,22,2
0,2,142,1,4,4,4,4,4,2,3,5,2,5,3,4,4,4,2,3,2,4,4,5,4,1,2,4,4,3,2,4,3,2,5,5,5,5,5,5,3,4,4,2,1,2,2,21,4
0,2,143,2,3,2,3,2,2,2,2,5,3,5,2,5,5,5,5,2,1,5,4,2,2,1,1,4,4,4,4,5,5,5,3,3,5,5,5,5,1,1,5,4,4,3,2,22,3
0,2,144,2,4,3,3,4,4,2,2,5,5,5,5,5,4,5,5,3,4,3,3,3,4,3,4,4,5,4,4,3,3,3,2,3,3,2,3,2,3,4,4,3,5,4,1,25,5
0,2,145,2,2,4,5,4,3,4,4,5,3,3,3,3,5,5,5,2,2,4,1,1,1,1,1,4,4,4,2,5,5,5,2,2,2,2,2,2,4,2,2,4,5,5,1,25,6
0,3,1,2,3,4,4,3,4,2,2,4,2,2,2,2,3,4,2,2,1,3,3,2,2,2,2,3,3,3,3,4,3,3,2,2,2,2,3,3,2,2,3,4,4,3,1,25,1
0,3,2,1,2,3,3,3,3,4,3,4,4,4,4,3,2,3,2,3,2,3,3,2,2,1,1,3,3,3,3,4,4,4,2,2,2,3,3,3,4,4,5,3,3,3,1,26,5
0,3,3,2,2,3,4,2,3,3,2,3,2,2,3,2,2,3,2,4,4,3,4,4,3,3,2,3,3,3,2,4,4,3,2,3,4,2,3,2,1,1,3,4,4,4,1,26,5
0,3,4,2,3,4,3,3,4,2,2,5,2,5,5,5,5,5,5,3,2,4,3,2,2,1,1,3,3,3,2,4,4,4,4,3,3,3,1,2,2,3,3,4,4,3,2,23,3
0,3,5,1,4,4,4,3,3,3,4,4,3,5,4,5,4,3,4,2,3,2,2,2,2,2,2,4,4,4,3,4,4,4,3,3,4,4,3,4,4,3,3,4,4,3,2,25,3
0,3,6,2,2,2,3,3,4,5,4,3,3,5,5,4,3,3,4,2,1,1,1,1,1,1,1,3,4,5,3,5,5,5,2,2,2,1,1,1,2,5,4,3,4,4,2,23,4
0,3,7,2,3,4,4,3,4,4,3,3,2,5,5,5,4,4,4,3,2,4,3,2,2,2,2,4,4,4,3,5,5,4,4,4,4,4,4,4,4,4,4,4,4,3,2,23,4
0,3,8,2,3,4,3,4,3,2,2,4,1,5,5,5,5,5,5,2,1,3,2,2,2,1,1,4,4,4,2,3,2,3,4,4,5,5,5,5,4,4,4,4,2,2,2,24,4
0,3,9,2,3,3,3,3,4,3,4,4,4,5,5,5,4,3,2,3,2,4,4,3,3,1,3,3,3,3,2,3,4,3,3,2,2,3,4,3,4,4,3,3,4,3,2,23,3
0,3,10,1,3,4,4,3,3,2,3,4,3,4,3,3,4,4,4,3,2,4,3,3,2,2,2,3,3,3,3,3,3,4,4,3,3,3,3,3,4,3,2,4,3,4,2,23,3
0,3,11,1,2,2,4,3,4,4,2,4,3,5,5,5,5,5,5,3,3,5,4,4,4,2,2,3,4,3,3,4,4,4,5,5,5,5,5,4,4,3,2,4,4,4,2,25,7
